ID,timeslice,Material,Material_x,Sample_Type,Reference,West_Subdomain,Domain,Latitude,Longitude,Height_m,Age_ma,T_age_Ma,B_age_Ma,d18O_smow,d13C,dD,d18Oprecip,O_sd,C_sd,d18_scaled
FK03.9,post-OHT,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,NA,East,41.3,-102.4,NaN,8.7,NaN,NaN,19.3,-6.6,NaN,NaN,NaN,NaN,-2.4427107070261087
GCB,pre-OHT,calcite,carbonate,Fluvial Cement,this study,NA,East,42.86354,-103.57693,3.75,35.25,33,36,20.56,-6.585000000000001,NaN,NaN,0.6788225099390862,0.14849242404917495,-0.14390936313909442
GCB,pre-OHT,calcite,carbonate,Paleosol Carbonate,this study,NA,East,42.86354,-103.57693,12.823529411764707,34.70411764705882,33,36,20.691470588235294,-6.871764705882353,NaN,NaN,1.2094830660193316,0.2863931456374134,-0.012438774903799077
JCR_FR,pre-OHT,calcite,carbonate,Paleosol Carbonate,this study,NA,East,42.64253,-106.76111,43.28333333333333,35.801373917666666,NaN,NaN,17.624319193333335,-6.9079999999999995,NaN,NaN,0.6008804431656007,1.68885270177001,-0.26911676596853673
MOONFAN,post-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,42.55,-107.49,NaN,4.5,5.5,3.5,15.969999999999999,-6.449999999999999,NaN,-13.55,1.315218613006978,0.4949747468305834,-1.2800910606708589
MULLBAD1,pre-OHT,calcite,carbonate,Paleosol Carbonate,Mullin 2010,NA,East,43.831398,-102.19332,2.75,34.029411764705884,NaN,NaN,22.590588235294117,-6.87764705882353,NaN,NaN,2.7174562337511423,0.5755924058281683,0.665454222077692
MULLBAD2,pre-OHT,calcite,carbonate,Paleosol Carbonate,Mullin 2010,NA,East,43.749,-102.498,6.592857142857143,34.142857142857146,NaN,NaN,22.062142857142856,-6.932142857142857,NaN,NaN,1.693059036507263,0.9334318694714978,0.40593052444736366
NEBCOMP,post-OHT,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,East,41.37370769230769,-102.67753076923077,NaN,7.707692307692308,NaN,NaN,19.633076923076924,-6.766923076923077,NaN,NaN,0.8395473444599438,0.44831879682848846,-1.8646750047126017
NEBCOMP,NA,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,East,42.1965,-103.7873,NaN,17,NaN,NaN,19.62,-7.18,NaN,NaN,NaN,NaN,-0.8982291283642991
NORTHPARK,post-OHT,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,East,40.62725714285715,-106.41382142857142,NaN,11.835714285714285,NaN,NaN,13.593571428571428,-5.561428571428571,NaN,NaN,0.34401715392957105,1.4172392292647817,-4.606394090446498
NORTHPARK,NA,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,East,40.50425,-106.3983875,NaN,18.325,NaN,NaN,13.20375,-4.93625,NaN,NaN,0.3909672072474332,1.739580717135187,-5.009838067293064
OGFMFAN1,post-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,41.47,-103.07,NaN,6,7,5,17.83,-6.5,NaN,-10.8,NaN,NaN,-3.3213442702760183
OGFMFAN1,post-OHT,calcite,carbonate,Paleosol Carbonate,Fan et al 2014,NA,East,41.47,-103.07,NaN,8,9,7,17.62,-6.7,NaN,-10.2,NaN,NaN,-3.5313442702760156
OGFMFAN2,post-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,41.6,-102.78,NaN,9,11,7,18.34,-7,NaN,-10.3,NaN,NaN,-3.0673088473768004
SHERM_THES,post-OHT,calcite,carbonate,Paleosol Carbonate,Sherman 2005 thesis,NA,East,42.575,-107.498,NaN,7.2,2.8,11.6,16.453666666666667,-4.166666666666667,NaN,NaN,1.7589782071797628,3.827967258654825,-0.7893633022220994
SPLITFAN,post-OHT,calcite,carbonate,Paleosol Carbonate,Fan et al 2014,NA,East,42.37,-107.06,NaN,10.5,11.3,9.7,15.46,-6.3,NaN,-13.5,NaN,NaN,-2.1696247439582343
SPLITFAN,NA,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,42.69,-107.26,NaN,19,19.466666666666665,18.533333333333335,13.426666666666666,-5.5,NaN,-14.7,1.398082019530089,0.8660254037844386,-4.026430782739297
SPLITFAN2,post-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,42.37,-107.06,NaN,10.5,11.3,9.7,15.35,-6.5,NaN,-13.9,NaN,NaN,-2.2796247439582356
TTP,pre-OHT,calcite,carbonate,Paleosol Carbonate,this study,NA,East,42.85398,-103.58286,8.071739130434782,33,32,34,19.180869565217392,-6.492608695652174,NaN,NaN,1.759384998549928,0.2673645347954795,-1.5178057636382396
WIND,post-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,42.7172,-108.1877,NaN,7.26,NaN,NaN,17.745,-3.4770000000000003,NaN,NaN,2.2909495847792023,2.985262969991086,1.1107244063747361
WIND,pre-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,42.7172,-108.1877,NaN,28.32,NaN,NaN,15.528,-2.532,NaN,NaN,0.2975231083462259,1.099508981318479,-1.1062755936252644
WIND,NA,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,42.7172,-108.1877,NaN,22.377777777777776,NaN,NaN,15.741111111111111,-3.1911111111111112,NaN,NaN,0.7245247484462565,1.2409416227651933,-0.8931644825141534
WINDBSD,pre-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,42.6996,-108.1794,NaN,36.605,NaN,NaN,17.4685,-3.2615,NaN,NaN,2.386750522269882,0.5301155534409454,0.8268985236508153
WINDIM,pre-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,43.4857,-109.4547,NaN,43.6,NaN,NaN,13.35,-8.12,NaN,NaN,NaN,NaN,-2.1659751826366413
WINDTP,pre-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,43.344075000000004,-107.48162500000001,NaN,35.4625,NaN,NaN,19.8175,-4.30625,NaN,NaN,1.449785698449454,0.7748905452661409,2.5600168588697727
WINDWAG,pre-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,42.725,-108.1877,NaN,44.95625,NaN,NaN,17.129375,-4.046875,NaN,NaN,2.593166580971355,1.962955997978559,0.4950994063747347
WINDWRF,pre-OHT,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,East,42.7172,-108.1877,NaN,34.35,NaN,NaN,16.763636363636362,-3.5377272727272726,NaN,NaN,1.150215488939212,1.12700585969737,0.12936077001109703
WRFAN,pre-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,42.61,-108.27,NaN,28.2,29.2,27.2,15.35,-3.6,NaN,-12.9,NaN,NaN,-1.2116346119170183
WRFAN2,pre-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,42.65,-106.74,NaN,34.25,35.25,18.25,17.67,-5.949999999999999,NaN,-10.75,0.07071067811865324,0.21213203435596414,-0.24206841524187772
WRFAN3,pre-OHT,calcite,carbonate,Fluvial Cement,Fan et al 2014,NA,East,42.63,-105.3,NaN,33.1,33.7,32.5,18.838,-6.680000000000001,NaN,-8.6,1.5620723414746205,0.42071367935925263,-0.34506493601821453
