ID,Number,Material,Material_x,Sample_Type,Reference,Notes,West_Subdomain,Domain,Latitude,Longitude,Height_m,Age_ma,T_age_Ma,B_age_Ma,d18O_smow,d13C,dD,d18Oprecip,timeslice
SCR,12KM418,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.6,-3.65,NaN,NaN,pre-OHT
SCR,12KM419,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,16.2,-4.72,NaN,NaN,pre-OHT
SCR,12KM420,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.9,-3.57,NaN,NaN,pre-OHT
SCR,12KM421,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.8,-3.6,NaN,NaN,pre-OHT
SCR,12KM422,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.3,-4.36,NaN,NaN,pre-OHT
SCR,12KM423,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.9,-5.45,NaN,NaN,pre-OHT
SCR,12KM424,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.9,-2.8,NaN,NaN,pre-OHT
SCR,12KM425,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.4,-3.71,NaN,NaN,pre-OHT
SCR,12KM426,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.3,-3.19,NaN,NaN,pre-OHT
SCR,12KM427,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,12.6,-3.49,NaN,NaN,pre-OHT
SCR,12KM428,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.6,-4.8,NaN,NaN,pre-OHT
SCR,12KM429,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.7,-3.39,NaN,NaN,pre-OHT
SCR,12KM430,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.3,-3.35,NaN,NaN,pre-OHT
SCR,12KM431,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.3,-3.81,NaN,NaN,pre-OHT
SCR,12KM432,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.3,-3.85,NaN,NaN,pre-OHT
SCR,12KM433,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.3,-2.63,NaN,NaN,pre-OHT
SCR,12KM434,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13,-3.29,NaN,NaN,pre-OHT
SCR,12KM435,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.4,-3.03,NaN,NaN,pre-OHT
SCR,12KM437,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.4,-3.5,NaN,NaN,pre-OHT
SCR,12KM438,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,12.6,-3.94,NaN,NaN,pre-OHT
SCR,12KM439,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,12.7,-4.7,NaN,NaN,pre-OHT
SCR,KM149,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.2,-4.03,NaN,NaN,pre-OHT
SCR,KM150,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.9,-0.41,NaN,NaN,pre-OHT
SCR,KM151,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.5,-3.45,NaN,NaN,pre-OHT
SCR,KM152,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,16.3,-3.52,NaN,NaN,pre-OHT
SCR,KM153,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.7,-4.89,NaN,NaN,pre-OHT
SCR,KM154,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.4,-3.2,NaN,NaN,pre-OHT
SCR,KM155,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,16.2,-6.04,NaN,NaN,pre-OHT
SCR,KM156,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.5,-6.44,NaN,NaN,pre-OHT
SCR,KM157,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,18.7,-3.42,NaN,NaN,pre-OHT
SCR,KM158,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,18.5,-4.01,NaN,NaN,pre-OHT
SCR,KM159,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,16.9,-3.52,NaN,NaN,pre-OHT
SCR,KM160,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.3,-3.81,NaN,NaN,pre-OHT
SCR,KM161,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.4,-3.8,NaN,NaN,pre-OHT
SCR,KM162,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.7,-3.84,NaN,NaN,pre-OHT
SCR,KM163,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.6,-4.07,NaN,NaN,pre-OHT
SCR,KM164,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.7,-3.94,NaN,NaN,pre-OHT
SCR,KM165,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.9,-3.51,NaN,NaN,pre-OHT
SCR,KM166,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.1,-3.35,NaN,NaN,pre-OHT
SCR,KM167,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.8,-2.55,NaN,NaN,pre-OHT
SCR,KM168,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.5,-2.68,NaN,NaN,pre-OHT
SCR,KM169,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.8,-3.79,NaN,NaN,pre-OHT
SCR,KM170,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.3,-3.1,NaN,NaN,pre-OHT
SCR,KM172,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,16.1,-3.23,NaN,NaN,pre-OHT
SCR,KM173,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.3,-3.55,NaN,NaN,pre-OHT
SCR,KM174,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.6,-2.14,NaN,NaN,pre-OHT
SCR,KM175,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.8,-3.6,NaN,NaN,pre-OHT
SCR,KM176,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,18,-3.81,NaN,NaN,pre-OHT
SCR,KM177,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.9,-3.78,NaN,NaN,pre-OHT
SCR,KM178,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.4,-5.44,NaN,NaN,pre-OHT
SCR,KM179,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.2,-3.45,NaN,NaN,pre-OHT
SCR,KM180,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.8,-3.64,NaN,NaN,pre-OHT
SCR,KM181,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.9,-3.68,NaN,NaN,pre-OHT
SCR,KM182,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.1,-4.93,NaN,NaN,pre-OHT
SCR,KM183,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.4,-5.21,NaN,NaN,pre-OHT
SCR,KM184,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.9,-3.92,NaN,NaN,pre-OHT
SCR,KM186,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.8,-2.95,NaN,NaN,pre-OHT
SCR,KM187,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.3,-2.17,NaN,NaN,pre-OHT
SCR,KM189,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.1,-3.2,NaN,NaN,pre-OHT
SCR,KM191,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,17.3,-3.68,NaN,NaN,pre-OHT
SCR,KM192,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.1,-2.03,NaN,NaN,pre-OHT
SCR,KM193,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.3,-5.41,NaN,NaN,pre-OHT
SCR,KM194,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.1,-3.57,NaN,NaN,pre-OHT
SCR,KM195,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.5,-3.37,NaN,NaN,pre-OHT
SCR,KM196,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.8,-4.38,NaN,NaN,pre-OHT
SCR,KM197,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15,-3.83,NaN,NaN,pre-OHT
SCR,KM198,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,16.8,-3.84,NaN,NaN,pre-OHT
SCR,KM199,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.3,-4.75,NaN,NaN,pre-OHT
SCR,KM200,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.2,-3.91,NaN,NaN,pre-OHT
SCR,KM201,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,14.9,-5.41,NaN,NaN,pre-OHT
SCR,KM202,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,15.5,-3.97,NaN,NaN,pre-OHT
SCR,KM203,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,34.5,NaN,NaN,13.9,-4.67,NaN,NaN,pre-OHT
SCR,KM204,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,14.6,-4.05,NaN,NaN,pre-OHT
SCR,KM205,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,16.1,-3.32,NaN,NaN,pre-OHT
SCR,KM206,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.3,-4.38,NaN,NaN,pre-OHT
SCR,KM207,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,14.8,-5.86,NaN,NaN,pre-OHT
SCR,KM208,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,14.9,-4.11,NaN,NaN,pre-OHT
SCR,KM209,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.8,-3.43,NaN,NaN,pre-OHT
SCR,KM210,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.8,-4.56,NaN,NaN,pre-OHT
SCR,KM211,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.9,-3.43,NaN,NaN,pre-OHT
SCR,KM212,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,16.1,-2.64,NaN,NaN,pre-OHT
SCR,KM213,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,13,-1.32,NaN,NaN,pre-OHT
SCR,KM214,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,13.2,-3.23,NaN,NaN,pre-OHT
SCR,KM215,calcite,carbonate,Paleosol Carbonate,"Methner, 2015 (Thesis)","Section probably passes Eocene/Oligocene age constraints are poor. There is no significant isotope excursion here, so we assign half samples to latest Eocene, half to earliest oligocene",NA,Central,44.7368,-112.5759667,NaN,33.5,NaN,NaN,15.4,-4.61,NaN,NaN,pre-OHT
