ID,Number,Material,Material_x,Sample_Type,Reference,Notes,West_Subdomain,Domain,Latitude,Longitude,Height_m,Age_ma,T_age_Ma,B_age_Ma,d18O_smow,d13C,dD,d18Oprecip,timeslice
JDFA_W,ASH-2-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.75523,-120.79012,NaN,36.5,36,37,11.43,NaN,NaN,NaN,pre-OHT
JDFA_W,CLA-1-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.91442,-120.45413,NaN,37.7,37.2,38.2,9.04,NaN,NaN,NaN,pre-OHT
JDFBB_E,PH-1-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.60037,-120.22257,NaN,33,30.5,35.5,8.69,NaN,NaN,NaN,pre-OHT
JDFBB_E,TUK-1-1,kaolinite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.80418,-120.17293,NaN,37.5,35.5,39.5,8.51,NaN,NaN,NaN,pre-OHT
JDFBB_E,TUK-2-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.8248,-120.15197,NaN,33,30.5,35.5,9.41,NaN,NaN,NaN,pre-OHT
JDFD_W,ASH-3-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.76262,-120.83568,NaN,34,33,35,10.99,NaN,NaN,NaN,pre-OHT
JDFD_W,ASH-3-4,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.76262,-120.83568,NaN,34,33,35,11.13,NaN,NaN,NaN,pre-OHT
JDFF_W,ANT-2-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.8607,-120.84485,NaN,31,29.5,32.5,12.65,NaN,NaN,NaN,pre-OHT
JDFF_W,ANT-2-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.8607,-120.84485,NaN,31,29.5,32.5,13.29,NaN,NaN,NaN,pre-OHT
JDFF_W,ASH-1-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.77587,-120.86548,NaN,30.3,29.6,31,11.91,NaN,NaN,NaN,pre-OHT
JDFF_W,ASH-4-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.55178,-120.86638,NaN,30.3,29.6,31,11.07,NaN,NaN,NaN,pre-OHT
JDFF_W,CLA-3-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.90415,-120.59825,NaN,31,29.5,32.5,13.18,NaN,NaN,NaN,pre-OHT
JDFG_W,ANT-3-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.8576,-120.8574,NaN,28.5,27.5,29.5,14.69,NaN,NaN,NaN,pre-OHT
JDFG_W,ANT-3-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.8576,-120.8574,NaN,28.5,27.5,29.5,14.21,NaN,NaN,NaN,pre-OHT
JDFHAY_E,DAL-1-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.90708,-119.01092,NaN,20.2,18,22.4,12.33,NaN,NaN,NaN,NA
JDFHAY_E,JDF5-02,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.83183,-119.7865,NaN,20.2,18,22.4,12.46,NaN,NaN,NaN,NA
JDFHAY_E,MSC-3-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.73865,-120.0025,NaN,20.2,18,22.4,11.99,NaN,NaN,NaN,NA
JDFHAY_E,MSC-3-3,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.73865,-120.0025,NaN,20.2,18,22.4,11.53,NaN,NaN,NaN,NA
JDFHAY_E,SPR-1-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.82505,-119.7335,NaN,23.5,22.3,24.7,10.91,NaN,NaN,NaN,NA
JDFHAY_E,SPR-2-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.83882,-119.75245,NaN,23.5,22.3,24.7,12.13,NaN,NaN,NaN,NA
JDFHAY_E,SRU-3-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.52858,-119.73232,NaN,20.2,18,22.4,10.71,NaN,NaN,NaN,NA
JDFI_W,ANT-4-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.82953,-120.92143,NaN,21.5,18,25,15.04,NaN,NaN,NaN,NA
JDFI_W,HC-1-1.1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,45.04097,-120.20097,NaN,20,18.5,21.5,13.18,NaN,NaN,NaN,NA
JDFI_W,HC-1-3.2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,45.04097,-120.20097,NaN,23,21.5,24.5,12.4,NaN,NaN,NaN,NA
JDFI_W,WS-1-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,west,west,West,44.74333,-121.34405,NaN,21.5,18,25,12.75,NaN,NaN,NaN,NA
JDFTC_E,CLA-2-3,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.91367,-120.48195,NaN,29.7,28.7,30.7,8.51,NaN,NaN,NaN,pre-OHT
JDFTC_E,JDF5-01,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.63183,-119.63667,NaN,29.7,28.7,30.7,8.27,NaN,NaN,NaN,pre-OHT
JDFTC_E,KIM-1-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.7002,-119.64635,NaN,26.7,24.7,28.7,8.86,NaN,NaN,NaN,pre-OHT
JDFTC_E,MSC-1-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.67482,-120.0939,NaN,29.7,28.7,30.7,8.3,NaN,NaN,NaN,pre-OHT
JDFTC_E,MSC-2-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,44.67687,-120.08947,NaN,29.7,28.7,30.7,8.55,NaN,NaN,NaN,pre-OHT
JDPK,HC11.11,calcite,carbonate,Paleosol Carbonate,Takeuchi et al 2010,+/-1.5Ma,NA,West,44.419931,-118.95755,NaN,20,18.5,21.5,19.3,-9.7,NaN,NaN,NA
JDPK,HC11.12,calcite,carbonate,Paleosol Carbonate,Takeuchi et al 2010,+/-1.5Ma,NA,West,44.419931,-118.95755,NaN,20,18.5,21.5,19.4,-9.5,NaN,NaN,NA
JDPK,HC11.13,calcite,carbonate,Paleosol Carbonate,Takeuchi et al 2010,+/-1.5Ma,NA,West,44.419931,-118.95755,NaN,20,18.5,21.5,19,-9.4,NaN,NaN,NA
KC_IML,1,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,44,NaN,NaN,12.7,-3.7,NaN,NaN,pre-OHT
KC_IML,14,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,41.4,NaN,NaN,11.3,-2.2,NaN,NaN,pre-OHT
KC_IML,17,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,41,NaN,NaN,11.4,-4.2,NaN,NaN,pre-OHT
KC_IML,18,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,40.6,NaN,NaN,11.7,-3.8,NaN,NaN,pre-OHT
KC_IML,21,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,40.3,NaN,NaN,14.9,-3.5,NaN,NaN,pre-OHT
KC_IML,21B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,39.9,NaN,NaN,15,-3.2,NaN,NaN,pre-OHT
KC_IML,22,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,39.5,NaN,NaN,12.6,-3.6,NaN,NaN,pre-OHT
KC_IML,23,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,39.1,NaN,NaN,14.4,-2.7,NaN,NaN,pre-OHT
KC_IML,24,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,38.8,NaN,NaN,12.5,-4.6,NaN,NaN,pre-OHT
KC_IML,25,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,38.4,NaN,NaN,11.3,-2.2,NaN,NaN,pre-OHT
KC_IML,26,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,38,NaN,NaN,14,-2.7,NaN,NaN,pre-OHT
KC_IML,28,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,16,NaN,NaN,14.3,-3.6,NaN,NaN,NA
KC_IML,28B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,14.6,NaN,NaN,11.1,-4.2,NaN,NaN,post-OHT
KC_IML,29,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,13.1,NaN,NaN,12.2,-4.3,NaN,NaN,post-OHT
KC_IML,3,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,43.6,NaN,NaN,11.4,-3.8,NaN,NaN,pre-OHT
KC_IML,31_2,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,11.7,NaN,NaN,12.8,-7,NaN,NaN,post-OHT
KC_IML,31_3,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,10.2,NaN,NaN,15.3,-5.8,NaN,NaN,post-OHT
KC_IML,32,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,38,NaN,NaN,13.3,-2.9,NaN,NaN,pre-OHT
KC_IML,32B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,37.8,NaN,NaN,14.3,-2.1,NaN,NaN,pre-OHT
KC_IML,33,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,37.7,NaN,NaN,13.8,-2,NaN,NaN,pre-OHT
KC_IML,34,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,37.5,NaN,NaN,15.1,-1.9,NaN,NaN,pre-OHT
KC_IML,35,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,37.3,NaN,NaN,13.9,-1.8,NaN,NaN,pre-OHT
KC_IML,37_2B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,37.2,NaN,NaN,14.9,-8.8,NaN,NaN,pre-OHT
KC_IML,38,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,36.8,NaN,NaN,13.8,-2.1,NaN,NaN,pre-OHT
KC_IML,38_2,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,37,NaN,NaN,13.8,-1.6,NaN,NaN,pre-OHT
KC_IML,39,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,36.7,NaN,NaN,13.2,0.6,NaN,NaN,pre-OHT
KC_IML,39B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.299,-112.6336667,NaN,36.5,NaN,NaN,14,1.4,NaN,NaN,pre-OHT
KC_IML,4,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,43.3,NaN,NaN,14.3,-5,NaN,NaN,pre-OHT
KC_IML,4B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,42.9,NaN,NaN,14.7,-4.1,NaN,NaN,pre-OHT
KC_IML,5,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,42.5,NaN,NaN,14.5,-4.3,NaN,NaN,pre-OHT
KC_IML,6,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,42.1,NaN,NaN,14.8,-3,NaN,NaN,pre-OHT
KC_IML,8,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.36866667,-112.5911667,NaN,41.8,NaN,NaN,12.4,-3.3,NaN,NaN,pre-OHT
KC_RCU,RCL1,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,13,NaN,NaN,13.1,-1.2,NaN,NaN,post-OHT
KC_RCU,RCL10,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,11.5,NaN,NaN,12.8,0.2,NaN,NaN,post-OHT
KC_RCU,RCL11,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,11.3,NaN,NaN,16.7,-2.3,NaN,NaN,post-OHT
KC_RCU,RCL13,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,11.1,NaN,NaN,12.2,-0.4,NaN,NaN,post-OHT
KC_RCU,RCL14,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,10.9,NaN,NaN,16.9,-1.8,NaN,NaN,post-OHT
KC_RCU,RCL15,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,10.7,NaN,NaN,18.2,-1.8,NaN,NaN,post-OHT
KC_RCU,RCL16,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,10.5,NaN,NaN,17.7,-2.1,NaN,NaN,post-OHT
KC_RCU,RCL17,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,10.3,NaN,NaN,16.5,-3.1,NaN,NaN,post-OHT
KC_RCU,RCL18,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,10.1,NaN,NaN,17.5,-2.3,NaN,NaN,post-OHT
KC_RCU,RCL2,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,12.8,NaN,NaN,13.9,2.4,NaN,NaN,post-OHT
KC_RCU,RCL20,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,9.8,NaN,NaN,12.3,-0.9,NaN,NaN,post-OHT
KC_RCU,RCL21,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,9.6,NaN,NaN,12.8,-0.5,NaN,NaN,post-OHT
KC_RCU,RCL23,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,9.4,NaN,NaN,16.1,-3.1,NaN,NaN,post-OHT
KC_RCU,RCL24,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,9.2,NaN,NaN,18.6,-1.4,NaN,NaN,post-OHT
KC_RCU,RCL25,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,9,NaN,NaN,13.4,-1.7,NaN,NaN,post-OHT
KC_RCU,RCL5,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,12.6,NaN,NaN,13.2,-0.8,NaN,NaN,post-OHT
KC_RCU,RCL6,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,12.4,NaN,NaN,19.3,-1.2,NaN,NaN,post-OHT
KC_RCU,RCL7,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,12.2,NaN,NaN,13.5,-1.4,NaN,NaN,post-OHT
KC_RCU,RCL8,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,11.9,NaN,NaN,14.1,1.6,NaN,NaN,post-OHT
KC_RCU,RCL9,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,11.7,NaN,NaN,13.2,0.3,NaN,NaN,post-OHT
KC_RCU,RCU1,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,5.9,NaN,NaN,13.4,0.8,NaN,NaN,post-OHT
KC_RCU,RCU2,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,5.4,NaN,NaN,13.5,-1.6,NaN,NaN,post-OHT
KC_RCU,RCU3,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,5,NaN,NaN,12.6,0.7,NaN,NaN,post-OHT
KC_RCU,RCU4,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,4.5,NaN,NaN,12.5,2.8,NaN,NaN,post-OHT
KC_RCU,RCU5,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,4.1,NaN,NaN,12.4,0.6,NaN,NaN,post-OHT
KC_RCU,RCU6,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,3.6,NaN,NaN,12.3,3.4,NaN,NaN,post-OHT
KC_RCU,RCU8A,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,3.2,NaN,NaN,13.4,0.6,NaN,NaN,post-OHT
KC_RCU,RCU8B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,2.7,NaN,NaN,12.7,-0.6,NaN,NaN,post-OHT
KC_RCU,TH1,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,9,NaN,NaN,14.4,-1.7,NaN,NaN,post-OHT
KC_RCU,TH2,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,8.6,NaN,NaN,13.5,-1.6,NaN,NaN,post-OHT
KC_RCU,TH3,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,8.2,NaN,NaN,13.2,0.8,NaN,NaN,post-OHT
KC_RCU,TH4,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,7.8,NaN,NaN,13.4,-1.4,NaN,NaN,post-OHT
KC_RCU,TH5,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,7.5,NaN,NaN,14.6,-2.3,NaN,NaN,post-OHT
KC_RCU,TH6,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,7.1,NaN,NaN,13.3,-2,NaN,NaN,post-OHT
KC_RCU,TH7,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,6.7,NaN,NaN,13.4,-1.6,NaN,NaN,post-OHT
KC_RCU,TH8,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,45.011,-112.122,NaN,6.3,NaN,NaN,14.2,-2.1,NaN,NaN,post-OHT
KC_SC,1,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,48,NaN,NaN,12.5,-1.3,NaN,NaN,pre-OHT
KC_SC,2,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,47.4,NaN,NaN,12.2,-0.5,NaN,NaN,pre-OHT
KC_SC,2A,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,47.7,NaN,NaN,12,-0.8,NaN,NaN,pre-OHT
KC_SC,3,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,47.2,NaN,NaN,13.6,-0.8,NaN,NaN,pre-OHT
KC_SC,4,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,46.9,NaN,NaN,13,0.3,NaN,NaN,pre-OHT
KC_SC,5,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,46.6,NaN,NaN,13.4,-0.2,NaN,NaN,pre-OHT
KC_SC,6,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,46.3,NaN,NaN,12.9,0.2,NaN,NaN,pre-OHT
KC_SC,7,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,46.1,NaN,NaN,12.4,-0.2,NaN,NaN,pre-OHT
KC_SC,8,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,45.8,NaN,NaN,12.4,-2,NaN,NaN,pre-OHT
KC_SC,9,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,45.5,NaN,NaN,12.9,-2.7,NaN,NaN,pre-OHT
KC_SC,D14,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.6,NaN,NaN,13.3,-2.7,NaN,NaN,pre-OHT
KC_SC,D17,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.5,NaN,NaN,13.6,-3.3,NaN,NaN,pre-OHT
KC_SC,D18,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.5,NaN,NaN,13.6,-4.5,NaN,NaN,pre-OHT
KC_SC,D19,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.4,NaN,NaN,12.2,-1.8,NaN,NaN,pre-OHT
KC_SC,D20,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.3,NaN,NaN,13.8,-2.6,NaN,NaN,pre-OHT
KC_SC,D21,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.2,NaN,NaN,13.2,-3.5,NaN,NaN,pre-OHT
KC_SC,D22,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41.1,NaN,NaN,13.7,-4.2,NaN,NaN,pre-OHT
KC_SC,D23,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,41,NaN,NaN,15.7,-3.5,NaN,NaN,pre-OHT
KC_SCMIO,14A,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,11.5,NaN,NaN,14,-2.8,NaN,NaN,post-OHT
KC_SCMIO,14B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,10.5,NaN,NaN,14.7,-3,NaN,NaN,post-OHT
KC_SCMIO,14C,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,9.5,NaN,NaN,14.6,-2.4,NaN,NaN,post-OHT
KC_SCMIO,14E,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,8.5,NaN,NaN,13.8,-1,NaN,NaN,post-OHT
KC_SCMIO,49,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,16,NaN,NaN,16.6,-3.9,NaN,NaN,NA
KC_SCMIO,49B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,15.8,NaN,NaN,16.7,-5.1,NaN,NaN,NA
KC_SCMIO,50,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,15.5,NaN,NaN,17.3,-4,NaN,NaN,NA
KC_SCMIO,51,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,15.3,NaN,NaN,17.2,-3.9,NaN,NaN,NA
KC_SCMIO,54_1,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,21.5,NaN,NaN,16.4,-4.1,NaN,NaN,NA
KC_SCMIO,59,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,20.3,NaN,NaN,14.7,-2.8,NaN,NaN,NA
KC_SCMIO,60,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,19,NaN,NaN,14.2,-3.2,NaN,NaN,NA
KC_SCMIO,61B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,14.95,NaN,NaN,14.55,-2.3499999999999996,NaN,NaN,post-OHT
KC_SCMIO,62,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,14.6,NaN,NaN,14.9,-2.8,NaN,NaN,post-OHT
KC_SCMIO,63,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,14.4,NaN,NaN,14.4,-3.2,NaN,NaN,post-OHT
KC_SCMIO,64,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,14.2,NaN,NaN,15.8,-3,NaN,NaN,post-OHT
KC_SCMIO,66,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,13.9,NaN,NaN,13.5,0.1,NaN,NaN,post-OHT
KC_SCMIO,67A,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,13.7,NaN,NaN,17,-3.4,NaN,NaN,post-OHT
KC_SCMIO,67B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,13.5,NaN,NaN,17.5,-3.5,NaN,NaN,post-OHT
KC_SCMIO,68B,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,13.1,NaN,NaN,17.25,-4.25,NaN,NaN,post-OHT
KC_SCMIO,71,calcite,carbonate,Paleosol Carbonate,Kent-Corson 2006,NA,NA,Central,44.73766667,-112.6533333,NaN,24,NaN,NaN,13.9,-4.2,NaN,NaN,NA
