ID,Number,Sample,Latitude,Longitude,Height_m,Age_ma,T_age_Ma,B_age_Ma,d18O_smow,d13C,dD,Sample_Type,Material,Reference,dDprecip,d18Oprecip,Notes,More_notes,Other_data_type,Other_data_value,Event,Published_interpretation,Previously_published,West_Subdomain,Material_x,Domain,Filtered,Filtered_reason
GCB,58,GCB-021,42.86354,-103.57693,12,34.8,33,36,20.72,-6.62,NA,Paleosol Carbonate,calcite,this study,NA,NA,"small nodules, on top of 020",NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,59,GCB-022,42.86354,-103.57693,13,34.8,33,36,22.13,-7.22,NA,Paleosol Carbonate,calcite,this study,NA,NA,mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,60,GCB-023,42.86354,-103.57693,13.8,34.56,33,36,20.48,-6.77,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche layer/ large elonated conc.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,61,GCB-024,42.86354,-103.57693,14.7,34.56,33,36,20.56,-6.78,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mud-/siltst,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,62,GCB-025,42.86354,-103.57693,15.2,34.51,33,36,21.56,-6.69,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous concretions,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,63,GCB-026,42.86354,-103.57693,15.5,34.5,33,36,21.84,-6.73,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous concretions,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,64,GCB-027,42.86354,-103.57693,16.2,34.49,33,36,21.81,-6.74,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous concretions,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,65,GCB-028,42.86354,-103.57693,16.5,34.49,33,36,18.47,-7.01,NA,Paleosol Carbonate,calcite,this study,NA,NA,"hostrock, mudst.",NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,66,GCB-029,42.86354,-103.57693,16.5,34.48,33,36,18.85,-6.89,NA,Paleosol Carbonate,calcite,this study,NA,NA,sparitic calcite,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,67,GCB-030,42.86354,-103.57693,16.5,34.45,33,36,18.11,-6.75,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,68,GCB-032,42.86354,-103.57693,17.6,34.33,33,36,17.58,-6.64,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,69,GCB-033,42.86354,-103.57693,17.9,34.31,33,36,22.5,-6.94,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,70,GCB-034,42.86354,-103.57693,18,34.3,33,36,21.99,-7.19,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mud-/siltst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,71,GCB-035,42.86354,-103.57693,19,34.26,33,36,21.2,-7.14,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous concretions,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,72,GCB-037,42.86354,-103.57693,19.8,34.19,33,36,19.2,-6.73,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mud-/siltst,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,73,GCB-038,42.86354,-103.57693,20.2,34.16,33,36,21.39,-6.95,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,74,GCB-039,42.86354,-103.57693,20.4,34.16,33,36,19.41,-6.68,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,75,GCB-040,42.86354,-103.57693,20.8,34.15,33,36,19.92,-6.63,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
GCB,76,GCB-041,42.86354,-103.57693,20.8,34.15,33,36,17.55,NA,NA,Altered ash,smectite,this study,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clay,East,N,NA
GCB,77,GCB-042,42.86354,-103.57693,13.8,34.56,33,36,17.43,NA,NA,Altered ash,smectite,this study,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clay,East,N,NA
GCB,78,GCB-043,42.86354,-103.57693,7.3,35.2,33,36,17.17,NA,NA,Altered ash,smectite,this study,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clay,East,N,NA
TTP,79,TTP-001,42.85398,-103.58286,0,33,32,34,20.13,-6.5,NA,Paleosol Carbonate,calcite,this study,NA,NA,nodule,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,80,TTP-004,42.85398,-103.58286,0.7,33,32,34,21.11,-6.71,NA,Paleosol Carbonate,calcite,this study,NA,NA,nodules from slope,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,81,TTP-005,42.85398,-103.58286,1.3,33,32,34,18.89,-6.51,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,82,TTP-006,42.85398,-103.58286,1.5,33,32,34,17.89,-6.57,NA,Paleosol Carbonate,calcite,this study,NA,NA,small nodules,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,83,TTP-007,42.85398,-103.58286,1.7,33,32,34,22.58,-7.13,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,84,TTP-008,42.85398,-103.58286,2.05,33,32,34,22.85,-6.88,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,85,TTP-009,42.85398,-103.58286,2.1,33,32,34,20.97,-6.7,NA,Paleosol Carbonate,calcite,this study,NA,NA,nodules,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,86,TTP-011,42.85398,-103.58286,2.15,33,32,34,17.28,NA,NA,Altered ash,smectite,this study,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clay,East,N,NA
TTP,87,TTP-012,42.85398,-103.58286,2.2,33,32,34,19.25,-6.88,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,88,TTP-013,42.85398,-103.58286,2.3,33,32,34,18.5,-6.54,NA,Paleosol Carbonate,calcite,this study,NA,NA,caliche,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,89,TTP-015,42.85398,-103.58286,8,33,32,34,22.16,-6.59,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,90,TTP-016,42.85398,-103.58286,9,33,32,34,19.18,-6.27,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,91,TTP-017,42.85398,-103.58286,9.6,33,32,34,17.1,-6.34,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,92,TTP-018,42.85398,-103.58286,10.5,33,32,34,19.21,-6.3,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,93,TTP-019,42.85398,-103.58286,11.5,33,32,34,19.12,-6.33,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,94,TTP-020,42.85398,-103.58286,12.6,33,32,34,19.38,-6.48,NA,Paleosol Carbonate,calcite,this study,NA,NA,calcareous mudstone,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,95,TTP-021,42.85398,-103.58286,12.8,33,32,34,18.43,-6.29,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,96,TTP-022,42.85398,-103.58286,13,33,32,34,17.75,-6.5,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,97,TTP-023,42.85398,-103.58286,13.5,33,32,34,18.22,-6.23,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,98,TTP-024,42.85398,-103.58286,13.7,33,32,34,17.58,-6.68,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,99,TTP-025,42.85398,-103.58286,13.9,33,32,34,19.51,-6.31,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,100,TTP-026,42.85398,-103.58286,14.8,33,32,34,16.62,-6.46,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,101,TTP-027,42.85398,-103.58286,14.9,33,32,34,16.9,-6.26,NA,Paleosol Carbonate,calcite,this study,NA,NA,cc-cemented silt-/sandst.,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
TTP,102,TTP-028,42.85398,-103.58286,14,33,32,34,17.83,-5.87,NA,Paleosol Carbonate,calcite,this study,NA,NA,sparitic calcite fragments,NA,NA,NA,NA,NA,N,NA,carbonate,East,N,NA
MC#5,14,MC#5014,44.65696,-112.83668,309,47.5,37.5,50,14.13,-0.74,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,96,MC#5096,44.65696,-112.83668,334.95,47.5,37.5,50,15.48,-2.21,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,100,MC#5100,44.65696,-112.83668,555.2,47.5,37.5,50,15.45,-2.67,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,13,MC#5013,44.65696,-112.83668,308.5,47.5,37.5,50,12.31,0.23,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,97,MC#5097,44.65696,-112.83668,350.9,47.5,37.5,50,16.46,0.06,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,15,MC#5015,44.65696,-112.83668,310,47.5,37.5,50,14.48,4.03,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,18,MC#5018,44.65696,-112.83668,319,47.5,37.5,50,13.93,3.37,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,16,MC#5016,44.65696,-112.83668,311.5,47.5,37.5,50,20.08,7.96,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,6,MC#5006,44.65696,-112.83668,280.5,47.5,37.5,50,14.03,-1.29,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,4,MC#5004,44.65696,-112.83668,222,47.5,37.5,50,12.3,-3.62,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,12,MC#5012,44.65696,-112.83668,288.5,47.5,37.5,50,16.99,8.94,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,11,MC#5011,44.65696,-112.83668,288,47.5,37.5,50,13.85,2.16,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,3,MC#5003,44.65696,-112.83668,219.5,47.5,37.5,50,12.78,-6.53,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,8,MC#5008,44.65696,-112.83668,283.5,47.5,37.5,50,12.53,-1.53,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,99,MC#5099,44.65696,-112.83668,414.8,47.5,37.5,50,17.68,1.17,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,98,MC#5098,44.65696,-112.83668,403.45,47.5,37.5,50,16.75,-4.12,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,10,MC#5010,44.65696,-112.83668,287.9,47.5,37.5,50,15.51,4.62,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,2,MC#5002,44.65696,-112.83668,218.5,47.5,37.5,50,17.97,-0.68,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,7,MC#5007,44.65696,-112.83668,282.5,47.5,37.5,50,17.42,-0.61,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MC#5,5,MC#5005,44.65696,-112.83668,279.9,47.5,37.5,50,13.18,-0.04,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,6,LMC4C006,44.65696,-112.83668,69,36,35,45,20.88,-2.09,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,14,LMC4C014,44.65696,-112.83668,45.5,36,35,45,25.11,-2.4,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,1,LMC4C001,44.65696,-112.83668,77,36,35,45,24.2,-0.66,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,13,LMC4C013,44.65696,-112.83668,47.5,36,35,45,30.86,0.01,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,12,LMC4C012,44.65696,-112.83668,50.5,36,35,45,15.04,-3.05,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,9,LMC4C009,44.65696,-112.83668,53,36,35,45,15.86,-4.78,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,5,LMC4C005,44.65696,-112.83668,69,36,35,45,14.89,-7.88,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,11,LMC4C011,44.65696,-112.83668,51,36,35,45,13.62,-2.81,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC4,10,LMC4C010,44.65696,-112.83668,52,36,35,45,16.3,-3.89,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,3,LMC9003,44.70615,-112.85666,207.9,40,35,45,21.96,-1.47,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,25,LMC9025,44.70615,-112.85666,135.55,40,35,45,13.93,-6.89,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,8,LMC9008,44.70615,-112.85666,191.65,40,35,45,22.33,0.03,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,21,LMC9021,44.70615,-112.85666,138.7,40,35,45,15.06,-5.17,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,7,LMC9007,44.70615,-112.85666,199.9,40,35,45,21.26,-1.06,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,27,LMC9027,44.70615,-112.85666,131.85,40,35,45,18.36,-6.74,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,19,LMC9019,44.70615,-112.85666,138.7,40,35,45,22.14,-0.94,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,5,LMC9005,44.70615,-112.85666,203.1,40,35,45,21.91,-2.84,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,2,LMC9002,44.70615,-112.85666,207.9,40,35,45,17.83,-5.01,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,9,LMC9009,44.70615,-112.85666,191.65,40,35,45,21.67,-0.02,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,18,LMC9018,44.70615,-112.85666,138.7,40,35,45,22.18,-4.2,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,16,LMC9016,44.70615,-112.85666,149.95,40,35,45,20.58,-3.57,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,28,LMC9028,44.70615,-112.85666,128.65,40,35,45,17.76,-5.27,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,20,LMC9020,44.70615,-112.85666,138.7,40,35,45,19.99,-2.88,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,11,LMC9011,44.70615,-112.85666,170.8,40,35,45,22.09,-0.8,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,10,LMC9010,44.70615,-112.85666,191.65,40,35,45,21.95,-0.91,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,23,LMC9023,44.70615,-112.85666,135.55,40,35,45,15.7,-5.25,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,1,LMC9001,44.70615,-112.85666,215,40,35,45,21.97,-2.08,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,4,LMC9004,44.70615,-112.85666,203.1,40,35,45,21.4,-3.33,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,22,LMC9022,44.70615,-112.85666,138.7,40,35,45,18.33,-2.99,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,6,LMC9006,44.70615,-112.85666,199.9,40,35,45,21.67,-2.73,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
LMC9,17,LMC9017,44.70615,-112.85666,138.7,40,35,45,21.56,-3.05,NA,Paleosol Carbonate,calcite,this study,NA,NA,NA,NA,NA,NA,NA,evaporative,N,NA,carbonate,Central,Y,Non-meteoric interpretation: evaporative
MCBAS,KM440,KM-440,44.66853333,-112.8359,NA,36,NA,NA,16.6,-5.4,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM440,KM-440B,44.66853333,-112.8359,NA,36,NA,NA,17.1,-5.1,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM441,KM-441,44.66853333,-112.8359,NA,36,NA,NA,16.9,-5.7,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM441,KM-441B,44.66853333,-112.8359,NA,36,NA,NA,17.5,-4.7,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM442,KM-442,44.66853333,-112.8359,NA,36,NA,NA,17.1,-4.8,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM442,KM-442B,44.66853333,-112.8359,NA,36,NA,NA,16.5,-5.5,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM443,KM-443,44.66853333,-112.8359,NA,36,NA,NA,16.4,-5.4,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM443,KM-443B,44.66853333,-112.8359,NA,36,NA,NA,16.1,-5.9,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM444,KM-444,44.66853333,-112.8359,NA,36,NA,NA,17.5,-4.2,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM444,KM-444B,44.66853333,-112.8359,NA,36,NA,NA,17.6,-4.1,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM445,KM-445,44.66853333,-112.8359,NA,36,NA,NA,16.3,-5.8,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM445,KM-445B,44.66853333,-112.8359,NA,36,NA,NA,15.9,-6.3,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM446,KM-446,44.66853333,-112.8359,NA,36,NA,NA,16.8,-5.1,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM446,KM-446B,44.66853333,-112.8359,NA,36,NA,NA,17.1,-4.5,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM447,KM-447,44.66853333,-112.8359,NA,36,NA,NA,16.8,-5.7,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM447,KM-447B,44.66853333,-112.8359,NA,36,NA,NA,16.6,-5.7,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM448,KM-448,44.66853333,-112.8359,NA,36,NA,NA,16.1,-6.6,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
MCBAS,KM448,KM-448B,44.66853333,-112.8359,NA,36,NA,NA,15.9,-7.1,NA,Paleosol Carbonate,calcite,"Methner, 2015 (Thesis)",NA,NA,interpreted overbank pedogenic carbonates,NA,NA,NA,NA,NA,N,NA,carbonate,Central,N,NA
